Result,Day,Player
1,2020-10-06,439
3,2021-05-22,642
3,2020-11-12,54
2,2020-11-21,88
3,2020-10-30,511
3,2020-08-07,664
4,2021-04-24,700
2,2020-09-16,498
1,2020-11-17,807
3,2021-02-20,370
2,2021-01-12,899
4,2021-02-12,872
5,2020-12-03,669
3,2020-07-16,518
2,2020-06-23,517
3,2021-03-23,669
4,2020-09-29,57
5,2021-03-20,487
4,2020-10-31,679
1,2020-09-15,952
4,2021-03-05,642
5,2021-03-15,718
1,2021-03-28,73
4,2021-04-19,382
4,2020-07-13,319
4,2020-09-28,22
2,2021-02-04,432
5,2020-08-23,976
5,2021-01-08,220
4,2021-03-17,908
1,2020-08-13,889
1,2020-08-03,119
4,2020-10-26,554
4,2020-12-03,216
4,2020-06-27,143
4,2021-01-11,553
4,2020-07-31,209
6,2021-02-22,227
3,2021-05-16,253
2,2021-03-02,812
5,2020-06-01,292
3,2021-04-29,297
3,2021-01-22,250
5,2021-01-12,309
5,2020-05-31,39
3,2020-10-03,220
6,2021-04-04,649
3,2020-12-17,409
1,2020-07-03,398
5,2020-12-21,392
4,2020-11-19,94
3,2020-05-30,297
3,2020-07-14,735
6,2020-07-17,691
3,2020-09-22,916
5,2021-03-11,288
6,2021-04-25,230
4,2020-11-08,788
4,2020-06-02,63
5,2020-12-27,679
4,2020-08-22,700
1,2020-06-01,612
3,2020-10-18,209
4,2021-04-05,299
4,2020-09-26,46
2,2021-04-06,340
2,2020-06-14,926
2,2020-09-15,19
6,2020-09-21,623
4,2020-07-18,717
1,2021-04-10,205
1,2021-05-22,831
3,2021-03-19,151
4,2021-02-15,340
4,2020-11-10,159
4,2020-08-12,558
1,2020-12-31,36
3,2020-12-03,906
2,2020-06-23,661
3,2020-10-10,275
6,2020-12-27,826
4,2020-10-21,220
5,2021-04-21,21
3,2021-01-15,655
5,2020-11-21,148
4,2020-11-16,860
5,2020-06-16,638
3,2020-06-08,42
4,2020-12-22,586
4,2020-08-17,908
2,2020-08-21,358
3,2021-04-25,144
4,2021-04-14,30
5,2021-05-14,34
6,2021-03-30,40
6,2021-02-15,483
3,2021-04-27,222
4,2021-01-30,542
3,2020-11-12,359
5,2021-02-13,89
4,2021-05-03,754
5,2021-04-22,52
4,2020-10-15,718
3,2021-05-24,979
4,2020-08-06,971
4,2021-04-30,62
2,2020-12-20,906
3,2020-07-29,532
5,2021-03-06,554
2,2020-09-25,129
5,2020-12-07,272
5,2020-06-25,63
1,2020-09-22,514
5,2021-01-02,586
4,2020-09-14,341
4,2020-06-10,943
3,2021-03-18,250
2,2020-06-29,292
6,2021-03-09,46
3,2020-10-12,149
2,2021-04-27,487
2,2020-06-13,425
2,2020-07-10,775
5,2020-05-28,46
6,2021-05-17,848
3,2021-05-18,869
2,2020-09-23,498
5,2020-10-07,737
3,2020-11-28,357
3,2020-10-03,63
5,2020-08-15,690
5,2021-01-04,89
4,2021-02-23,234
6,2021-03-14,315
2,2020-05-26,359
4,2020-09-17,725
5,2020-11-03,559
5,2021-02-20,893
3,2021-02-20,442
5,2020-08-08,826
4,2020-12-26,785
3,2020-06-23,341
3,2020-11-13,258
4,2021-02-26,33
5,2021-03-16,669
3,2021-01-15,250
3,2021-02-21,341
4,2020-06-15,45
4,2020-11-26,406
3,2020-08-12,397
3,2020-06-09,17
5,2020-11-20,62
3,2020-07-17,442
5,2020-10-16,379
3,2020-07-07,230
5,2020-06-08,497
3,2021-05-15,159
2,2020-05-30,776
5,2020-11-21,169
3,2020-11-08,123
4,2020-11-03,839
4,2020-07-17,183
4,2021-02-04,142
3,2021-03-22,161
6,2020-07-29,510
5,2020-06-24,222
6,2021-04-28,537
6,2020-11-30,82
3,2021-03-21,844
3,2021-03-25,319
4,2020-08-17,234
3,2020-09-19,56
3,2020-09-05,606
3,2020-11-28,651
1,2021-04-02,255
3,2021-05-10,57
1,2020-07-18,109
3,2020-06-01,26
2,2020-09-24,952
3,2021-04-05,290
5,2020-09-16,253
3,2021-01-02,937
5,2021-04-17,735
4,2021-03-20,40
2,2020-10-19,968
3,2021-01-16,483
3,2020-09-13,754
6,2020-09-13,730
1,2020-11-05,841
4,2021-02-06,893
3,2021-01-16,428
4,2021-03-05,489
3,2021-01-01,648
5,2021-03-26,382
3,2021-01-07,378
3,2021-03-31,387
2,2020-06-27,367
4,2020-05-31,574
5,2020-07-26,812
3,2021-01-08,832
3,2020-10-25,145
5,2021-01-04,994
3,2020-06-07,620
3,2020-06-02,436
3,2021-02-22,927
3,2021-04-17,534
6,2021-03-19,432
4,2020-09-01,700
2,2020-09-03,184
3,2020-06-17,829
3,2020-08-27,823
4,2021-01-09,956
1,2021-01-30,355
6,2020-07-26,971
2,2020-09-30,159
4,2020-07-09,40
6,2021-02-02,223
3,2021-03-19,394
5,2020-08-11,204
5,2021-03-31,891
4,2020-07-25,868
3,2021-02-23,707
2,2021-03-03,539
3,2020-11-04,967
2,2020-08-27,588
3,2021-03-28,166
4,2020-07-14,368
4,2020-09-30,344
3,2020-12-25,247
4,2020-11-25,659
3,2020-08-30,679
1,2021-04-15,391
2,2021-04-14,19
4,2020-10-19,159
5,2021-01-25,646
4,2020-11-08,487
1,2021-03-09,634
4,2021-02-01,97
2,2021-03-07,501
3,2021-04-07,955
4,2020-07-09,943
4,2020-10-08,248
2,2021-02-20,311
2,2020-11-16,477
5,2021-02-05,72
2,2020-08-28,412
5,2021-01-14,587
3,2020-09-22,81
4,2020-08-21,537
6,2021-01-10,785
3,2021-05-15,253
2,2021-05-24,421
3,2021-02-25,460
4,2021-03-10,334
6,2021-01-24,223
4,2021-02-18,511
4,2020-06-22,683
3,2021-04-09,367
2,2021-02-24,829
4,2020-11-10,824
3,2020-11-26,280
4,2020-06-28,230
1,2020-07-06,686
2,2020-05-29,223
6,2020-09-28,383
1,2020-07-07,905
5,2020-09-02,737
4,2021-02-11,162
6,2020-07-18,341
1,2020-07-25,363
4,2021-04-27,859
6,2020-09-09,668
4,2020-10-17,216
4,2021-04-25,659
6,2021-05-05,577
3,2021-04-14,284
2,2020-07-24,6
1,2020-08-13,130
6,2020-10-17,718
3,2021-02-03,282
1,2020-11-27,262
3,2020-05-31,699
6,2021-04-13,847
5,2021-03-08,932
4,2021-02-21,868
3,2021-01-23,63
5,2021-03-11,597
4,2020-10-23,504
1,2021-05-04,652
3,2020-12-18,354
4,2020-08-06,311
6,2020-10-17,301
5,2021-02-10,363
6,2021-03-30,812
1,2020-06-17,345
4,2021-05-10,436
5,2021-05-03,380
2,2020-12-26,223
2,2020-09-20,401
2,2021-04-23,489
6,2021-03-11,24
3,2021-02-11,812
5,2021-04-05,166
4,2021-01-23,690
2,2021-05-12,936
6,2021-04-25,397
5,2021-02-10,934
5,2021-02-03,483
2,2020-06-30,315
1,2021-02-09,357
3,2020-11-15,613
1,2020-12-01,519
2,2020-08-09,114
3,2020-08-06,353
1,2020-12-03,139
3,2021-01-29,326
1,2021-02-01,343
1,2021-03-22,271
5,2020-10-26,63
2,2020-09-02,742
4,2021-03-30,559
5,2021-04-09,378
4,2020-08-21,13
4,2021-03-10,209
6,2021-04-07,906
5,2021-04-10,971
4,2021-03-13,893
3,2021-03-06,137
1,2021-04-19,803
1,2020-07-01,210
3,2021-05-12,46
3,2020-09-19,847
2,2020-09-03,27
3,2021-01-02,469
4,2021-04-23,162
3,2020-12-07,708
1,2020-08-09,788
2,2020-08-27,692
6,2021-04-15,893
4,2020-09-02,285
6,2020-06-29,480
2,2021-05-10,945
2,2021-02-12,841
3,2021-03-15,342
4,2020-09-07,188
1,2020-11-20,816
4,2021-04-15,12
3,2021-04-16,988
5,2020-08-10,941
3,2020-08-27,216
4,2021-05-22,221
4,2020-06-09,479
4,2020-06-10,392
5,2020-08-12,50
3,2021-04-21,803
4,2020-08-13,285
5,2021-04-03,710
3,2020-08-06,477
2,2020-06-22,850
2,2021-03-27,636
3,2021-03-31,7
2,2021-02-28,799
4,2020-08-31,914
5,2021-04-10,513
3,2021-01-28,849
4,2021-03-24,144
4,2020-08-03,719
3,2021-01-16,397
4,2021-02-03,521
4,2021-03-27,498
3,2021-01-29,271
1,2020-08-08,96
3,2020-10-16,179
3,2021-02-23,669
2,2020-10-10,283
2,2020-10-17,356
4,2020-12-04,511
5,2021-02-28,491
3,2020-09-29,231
4,2021-05-05,799
6,2021-02-14,13
4,2021-03-02,868
3,2021-01-22,227
1,2021-04-26,772
1,2020-06-17,321
5,2021-01-24,365
3,2021-05-04,483
3,2020-08-01,332
3,2021-01-07,222
5,2021-02-04,914
3,2020-07-25,896
2,2021-04-13,194
5,2021-02-24,710
5,2020-07-08,362
4,2021-01-05,513
5,2020-10-20,161
5,2020-07-15,754
2,2021-01-12,485
5,2021-04-27,598
2,2020-07-22,362
5,2021-03-30,652
3,2020-06-21,162
3,2020-07-09,584
6,2021-01-03,292
3,2020-07-29,243
5,2021-04-18,926
3,2020-06-23,584
4,2020-10-21,944
4,2021-04-26,292
4,2020-12-25,215
2,2020-08-07,551
4,2021-03-12,906
5,2021-02-20,554
3,2020-07-27,504
3,2021-03-17,223
2,2020-11-11,911
4,2020-12-09,288
4,2020-08-07,159
1,2020-12-21,39
3,2020-12-23,382
1,2021-01-20,193
2,2020-11-01,190
6,2020-06-01,735
4,2021-03-22,253
2,2021-01-16,888
2,2020-09-11,340
5,2020-07-02,464
5,2020-07-25,905
1,2020-06-13,626
4,2021-03-05,908
3,2021-04-01,266
5,2020-12-10,541
1,2021-05-01,122
5,2021-02-20,522
3,2021-03-07,106
5,2020-06-19,945
4,2021-04-11,383
2,2020-10-13,231
5,2021-03-02,340
3,2021-05-21,941
4,2020-07-12,166
4,2021-01-09,162
5,2021-04-09,825
5,2021-01-23,680
5,2020-10-14,489
4,2020-05-26,85
5,2020-10-25,288
4,2021-05-17,536
4,2020-05-29,13
4,2020-10-30,392
5,2020-07-30,162
3,2021-04-02,244
3,2021-01-10,331
6,2021-05-07,742
5,2020-10-17,842
4,2020-07-20,159
2,2020-08-30,162
5,2020-09-07,890
4,2020-07-28,513
5,2020-06-28,588
2,2020-06-30,331
2,2020-06-20,607
4,2020-10-01,659
2,2020-06-03,234
3,2020-10-12,891
4,2021-04-14,943
4,2020-08-28,934
6,2020-10-23,547
4,2020-11-05,682
3,2020-05-29,142
4,2020-09-15,555
5,2020-12-12,584
1,2020-11-03,171
3,2021-01-12,162
4,2020-12-16,614
4,2021-03-22,106
1,2021-03-13,261
2,2021-02-27,71
3,2021-05-22,746
3,2021-05-16,306
4,2021-01-22,161
3,2020-09-11,799
3,2020-07-04,498
5,2021-05-02,864
4,2020-08-06,672
4,2021-05-06,428
3,2020-08-28,340
5,2020-11-05,134
6,2020-11-04,559
6,2020-10-19,432
4,2021-01-24,55
1,2021-01-30,609
3,2020-11-30,861
2,2020-07-24,289
4,2021-03-11,976
3,2020-05-31,562
2,2021-01-18,675
5,2021-01-17,181
1,2020-07-03,716
2,2020-12-23,792
4,2021-02-25,613
3,2021-04-14,916
3,2020-11-01,265
6,2020-10-21,65
5,2021-01-03,209
4,2021-04-28,22
2,2021-02-01,496
4,2021-03-06,870
4,2020-12-02,822
3,2020-10-05,23
5,2021-04-29,907
2,2020-10-20,327
5,2020-11-03,397
4,2020-12-21,941
3,2021-02-17,324
2,2020-09-11,977
4,2021-03-10,340
5,2021-02-02,490
1,2020-10-30,468
4,2021-03-02,979
4,2020-10-04,85
4,2021-02-21,572
1,2020-06-19,909
1,2020-07-21,805
3,2020-06-23,459
2,2021-04-21,789
3,2020-12-24,334
6,2020-11-23,700
4,2020-06-17,906
3,2020-10-14,855
4,2021-02-05,924
1,2020-11-06,31
2,2020-11-14,105
5,2020-10-17,432
5,2020-10-01,522
4,2020-09-08,906
3,2020-12-17,878
5,2020-06-01,362
2,2020-06-26,786
5,2020-10-18,407
4,2021-04-24,934
5,2020-10-24,362
4,2020-10-21,80
2,2021-04-03,569
3,2021-02-28,600
6,2020-08-10,556
5,2021-03-06,129
4,2021-01-11,529
4,2021-03-12,340
2,2021-02-19,146
4,2020-12-24,816
6,2020-11-02,887
3,2020-12-15,913
3,2020-10-04,442
3,2021-02-12,184
4,2021-04-19,554
1,2020-11-08,642
5,2020-12-05,269
5,2020-11-20,454
4,2020-09-29,979
1,2021-04-20,131
4,2021-01-18,518
6,2020-10-22,344
2,2020-11-18,876
5,2020-09-06,362
3,2021-01-27,344
5,2020-10-30,519
5,2020-06-06,24
3,2021-03-04,299
2,2020-07-27,907
6,2020-11-20,391
1,2021-02-10,263
4,2021-02-23,546
3,2020-10-15,796
5,2020-12-15,559
6,2021-05-11,948
2,2020-11-18,404
3,2021-03-29,433
5,2020-12-22,106
2,2020-08-08,181
4,2020-09-30,979
4,2020-09-24,240
4,2020-07-04,669
2,2021-02-10,695
5,2021-01-08,28
5,2021-02-09,812
2,2021-03-20,299
3,2020-06-19,57
6,2020-11-12,539
3,2021-02-27,658
6,2020-12-03,522
4,2020-11-10,285
2,2020-10-23,941
5,2020-09-11,546
1,2020-10-01,549
4,2020-06-23,498
5,2021-03-21,533
4,2021-04-05,340
3,2020-07-17,162
4,2020-10-04,422
5,2020-06-21,677
5,2021-01-02,853
2,2021-02-07,234
4,2020-11-04,21
4,2021-02-13,795
5,2020-11-03,340
5,2021-05-21,562
3,2020-09-12,442
4,2020-08-18,642
5,2020-08-30,166
1,2020-06-27,205
3,2020-09-26,944
1,2020-09-16,377
2,2020-05-28,258
4,2021-03-28,392
6,2020-09-05,701
5,2020-09-18,440
3,2020-11-03,46
4,2020-09-19,571
2,2021-02-19,489
1,2020-11-08,430
4,2021-03-02,356
1,2020-11-09,995
2,2020-12-11,226
3,2020-06-05,49
5,2020-06-15,568
3,2020-11-26,868
4,2021-04-03,571
2,2021-05-14,676
3,2020-08-05,430
4,2021-01-13,497
2,2021-04-10,583
2,2021-01-26,875
3,2020-11-23,655
2,2020-09-12,220
4,2020-10-31,397
3,2021-03-26,632
3,2020-12-01,65
4,2021-04-01,546
4,2021-04-19,879
2,2020-12-01,204
2,2020-05-27,588
1,2020-07-28,90
5,2021-04-10,402
1,2021-05-12,65
5,2021-05-03,976
4,2020-11-03,795
3,2021-03-05,161
5,2021-04-04,624
2,2020-12-18,526
3,2021-04-05,603
4,2020-08-04,764
6,2021-04-13,196
2,2020-08-29,861
2,2021-01-02,175
3,2021-04-11,34
4,2020-10-23,554
2,2020-07-15,890
4,2020-08-04,542
3,2020-10-19,46
4,2020-07-27,483
6,2021-02-02,285
6,2021-05-16,983
2,2020-06-16,795
6,2020-08-20,690
3,2020-12-07,721
3,2021-04-24,299
3,2020-07-17,545
1,2021-01-28,200
5,2021-04-15,746
1,2020-11-21,802
3,2021-01-06,442
2,2020-12-18,565
4,2021-02-14,483
3,2020-12-13,246
4,2021-02-21,250
3,2021-01-23,190
5,2021-04-14,4
3,2020-08-15,165
2,2020-07-07,50
2,2021-02-14,773
5,2021-03-30,801
2,2020-09-09,432
4,2021-04-09,92
4,2021-01-19,383
5,2020-07-07,700
4,2021-02-05,721
4,2020-06-20,554
4,2021-01-25,379
6,2021-05-06,117
3,2021-02-25,620
1,2020-10-30,917
4,2020-07-23,890
1,2020-06-12,249
2,2020-07-12,607
4,2020-07-02,916
3,2021-03-02,879
5,2021-04-27,62
6,2021-03-19,690
3,2020-11-01,608
1,2021-02-26,626
5,2021-01-23,165
2,2020-06-12,307
3,2021-02-05,35
5,2020-12-11,679
5,2020-09-27,340
2,2021-05-04,392
3,2020-07-06,375
4,2020-07-25,379
1,2021-02-25,749
5,2020-11-16,906
6,2020-07-14,479
4,2020-09-05,554
4,2020-12-24,364
4,2021-02-14,222
3,2020-09-22,494
2,2021-04-07,340
5,2021-04-14,145
4,2020-06-30,324
2,2021-01-06,497
2,2020-12-29,269
3,2021-01-29,577
2,2021-01-26,161
1,2020-08-22,683
5,2020-07-14,978
5,2020-07-14,546
4,2021-05-02,946
2,2020-09-06,697
4,2020-12-21,498
2,2021-05-03,142
2,2020-11-25,295
4,2021-02-09,61
4,2021-03-03,513
3,2020-10-20,85
1,2020-11-19,18
5,2021-05-23,489
2,2020-07-01,250
3,2021-01-21,330
1,2020-06-02,913
3,2021-01-10,265
2,2020-05-26,718
4,2021-01-29,979
4,2021-05-15,335
2,2020-09-25,489
5,2020-05-31,932
3,2021-04-04,461
2,2020-06-15,841
2,2021-04-08,428
4,2020-07-23,619
3,2020-10-12,150
3,2020-11-30,13
5,2020-06-07,422
3,2020-09-04,105
5,2020-06-29,259
4,2020-06-08,288
5,2020-10-25,717
2,2020-11-07,169
3,2020-11-09,472
4,2020-08-03,25
5,2021-01-21,106
4,2021-02-06,234
3,2021-04-03,672
5,2020-12-08,216
2,2020-08-10,546
5,2020-05-30,324
6,2020-09-14,232
5,2021-04-17,181
5,2020-06-05,906
6,2021-04-24,742
4,2020-05-28,236
5,2020-06-21,495
5,2020-12-07,826
4,2020-06-29,414
1,2020-09-22,565
1,2021-03-31,833
2,2020-11-27,266
1,2021-04-28,970
4,2020-09-05,230
2,2021-02-09,333
5,2020-06-20,265
3,2020-11-03,474
4,2021-02-08,325
4,2021-03-07,161
3,2020-05-27,86
3,2020-11-28,944
5,2021-02-15,72
5,2020-07-28,698
2,2021-04-30,531
4,2021-02-05,144
4,2020-05-27,620
5,2021-03-26,192
4,2021-01-08,448
3,2020-10-17,812
3,2020-11-19,436
4,2021-01-07,679
3,2020-12-23,669
2,2021-03-06,27
2,2020-06-11,480
3,2020-09-22,334
2,2020-10-21,791
1,2020-10-06,594
2,2021-02-27,483
2,2020-11-18,700
6,2020-11-30,742
4,2021-01-05,42
3,2021-02-01,471
3,2020-06-23,72
3,2020-11-10,887
2,2021-04-22,199
1,2021-01-01,244
3,2020-06-07,998
5,2020-11-17,563
4,2020-06-11,137
3,2020-08-07,440
5,2021-03-16,399
4,2021-01-19,844
4,2021-02-22,231
3,2021-02-09,950
4,2020-11-16,832
5,2021-02-17,166
5,2020-09-04,944
3,2020-09-12,870
5,2020-10-24,546
3,2020-10-07,844
6,2020-11-14,837
3,2020-07-12,166
4,2020-08-27,559
4,2020-11-21,921
4,2020-07-13,21
4,2021-05-11,408
5,2021-04-22,383
2,2021-04-23,54
5,2021-01-09,587
3,2020-10-06,656
2,2020-12-10,145
2,2020-12-25,519
3,2021-04-23,565
4,2020-06-23,34
6,2021-01-05,669
5,2021-04-17,980
4,2021-05-12,754
5,2020-12-27,156
5,2020-11-19,104
4,2020-06-04,890
5,2021-03-22,46
3,2020-10-27,100
1,2020-08-07,199
3,2020-11-20,718
6,2021-04-12,812
2,2020-07-15,549
2,2021-05-19,251
4,2020-05-28,606
4,2021-02-23,155
5,2021-01-16,144
6,2020-09-23,197
3,2020-07-03,890
4,2020-06-28,761
2,2021-05-11,754
4,2021-04-18,879
6,2020-09-03,442
6,2021-04-02,868
5,2021-03-03,223
4,2021-05-03,356
5,2020-06-07,335
4,2020-06-22,247
2,2020-08-15,392
2,2020-11-15,561
3,2021-05-23,857
3,2020-08-16,770
4,2020-08-15,92
2,2021-01-08,628
5,2020-09-16,974
5,2021-04-10,847
3,2020-11-24,442
2,2020-09-21,906
5,2020-12-29,746
6,2020-11-20,392
2,2021-05-02,209
2,2021-02-28,492
3,2020-09-04,669
2,2020-06-19,383
4,2020-05-30,502
3,2020-09-04,721
2,2021-01-31,489
3,2021-04-06,208
4,2020-06-14,443
3,2021-01-03,165
1,2020-09-10,881
6,2020-08-17,479
5,2020-07-06,868
3,2021-02-11,340
2,2021-02-03,102
5,2020-12-16,588
1,2021-05-16,938
4,2020-08-30,144
4,2020-12-12,319
3,2020-07-24,898
4,2020-09-12,63
5,2020-06-16,40
2,2021-01-15,943
2,2020-08-16,63
2,2020-11-02,233
1,2020-09-29,567
4,2020-08-26,887
3,2020-12-23,378
1,2020-08-21,668
1,2020-08-31,950
4,2020-11-26,648
2,2020-11-18,117
4,2021-01-19,34
2,2021-04-03,37
2,2021-04-03,442
5,2020-12-07,460
5,2021-04-27,317
1,2020-08-09,884
4,2020-12-04,664
4,2021-03-18,812
5,2020-07-31,40
5,2021-04-12,716
4,2020-10-21,522
1,2020-08-11,963
2,2021-04-01,13
3,2020-08-15,428
5,2021-04-18,303
2,2020-09-18,454
3,2020-12-08,971
5,2020-09-17,547
6,2020-08-03,613
3,2021-01-27,847
1,2020-12-26,992
2,2020-08-05,474
2,2020-12-06,363
5,2020-09-05,554
4,2020-05-30,215
6,2021-03-25,673
2,2020-11-23,797
4,2020-06-23,951
5,2020-06-10,324
3,2021-02-23,231
4,2020-11-17,24
4,2021-02-25,852
3,2021-04-01,757
2,2021-03-25,544
3,2020-08-12,208
3,2020-06-16,181
4,2021-01-20,292
4,2020-08-12,754
6,2020-09-15,688
3,2020-06-18,108
3,2020-06-21,152
5,2020-12-14,38
6,2020-06-09,847
4,2021-01-17,847
3,2021-03-05,228
6,2020-07-27,935
4,2020-09-13,547
6,2021-02-21,20
4,2020-11-23,554
5,2021-04-25,292
3,2020-08-20,13
5,2020-07-21,85
4,2021-02-19,511
6,2021-04-26,626
4,2021-01-13,231
1,2020-11-23,783
3,2020-09-15,216
3,2020-08-11,785
3,2020-11-15,11
6,2020-07-10,210
4,2021-01-11,162
3,2021-04-12,145
5,2020-12-10,445
2,2021-03-27,831
4,2020-12-07,606
3,2021-01-14,366
3,2020-06-23,793
2,2020-07-02,137
2,2020-09-22,979
6,2020-07-08,498
1,2020-10-14,756
6,2021-04-29,498
3,2021-02-12,374
3,2020-11-25,304
4,2020-08-30,487
4,2020-11-04,392
2,2020-12-09,479
4,2021-01-06,882
5,2020-12-09,531
3,2020-09-09,860
4,2021-01-16,879
5,2021-05-20,784
6,2021-05-18,675
5,2020-12-26,910
4,2020-07-18,718
6,2021-02-17,57
2,2020-11-11,85
4,2021-04-27,879
5,2020-09-23,737
2,2020-06-08,553
5,2020-11-21,222
5,2021-05-04,868
5,2020-11-12,539
5,2020-10-10,847
3,2021-04-05,216
4,2020-09-30,358
3,2021-03-05,234
5,2020-08-20,472
5,2020-09-20,382
2,2020-10-10,891
6,2020-12-31,57
2,2020-06-16,736
4,2021-02-05,825
4,2020-12-20,620
5,2020-11-04,584
3,2020-12-30,563
5,2020-07-10,547
5,2020-07-23,392
5,2020-08-22,541
1,2020-08-24,446
4,2020-08-08,483
5,2020-11-15,917
3,2020-06-14,620
4,2020-10-13,871
4,2020-10-12,94
3,2021-05-09,745
5,2021-05-24,906
3,2020-08-29,533
3,2021-04-08,72
3,2020-07-11,506
5,2021-02-06,250
3,2020-07-21,688
2,2021-03-12,199
3,2020-10-09,250
4,2020-06-19,861
4,2020-09-05,383
2,2020-10-03,720
2,2020-10-08,540
3,2021-05-12,319
2,2020-10-30,675
1,2021-04-23,781
3,2021-03-14,459
2,2021-03-08,0
4,2021-04-23,46
4,2020-08-31,66
4,2020-06-09,756
3,2020-06-26,4
4,2021-04-11,812
5,2021-03-19,264
5,2021-03-16,240
6,2021-03-08,588
3,2020-11-22,689
4,2021-03-24,21
5,2020-10-24,665
4,2020-09-15,34
5,2021-01-31,539
4,2020-08-18,742
5,2020-06-29,497
5,2020-06-15,511
3,2021-02-05,541
5,2020-07-29,599
3,2020-08-22,110
4,2020-10-07,181
5,2021-02-05,106
5,2020-10-22,887
3,2021-05-11,131
1,2020-07-16,20
4,2021-03-19,150
3,2020-09-20,785
4,2021-05-12,447
3,2020-09-11,69
6,2021-05-18,812
4,2020-06-14,588
4,2021-01-22,735
4,2021-02-19,324
3,2020-11-23,181
5,2021-04-12,161
5,2020-06-07,24
6,2020-12-30,559
3,2020-06-17,588
2,2020-09-28,879
5,2020-12-24,230
3,2020-09-03,324
3,2020-11-19,392
5,2020-09-26,871
2,2020-07-07,892
2,2020-11-21,106
1,2020-06-22,120
4,2021-04-15,801
3,2021-03-26,284
6,2021-01-03,840
3,2021-02-08,340
3,2021-01-18,735
4,2021-02-13,92
2,2021-05-02,547
2,2020-11-29,550
3,2020-06-22,860
2,2021-04-24,312
3,2021-01-16,960
2,2020-12-25,584
3,2021-02-16,809
3,2020-09-21,555
5,2020-11-11,825
4,2021-03-13,399
4,2021-05-21,717
2,2021-05-19,23
4,2020-07-29,412
3,2020-07-17,786
4,2020-12-24,735
5,2021-03-20,825
6,2020-06-28,533
1,2021-01-25,925
2,2020-11-30,332
4,2020-08-13,704
2,2020-11-13,464
5,2021-01-19,284
6,2021-01-19,721
3,2021-03-01,886
2,2021-03-04,680
5,2020-11-22,879
2,2021-05-09,693
3,2020-09-17,9
3,2021-02-01,370
4,2020-07-18,818
3,2021-04-01,440
6,2020-11-23,784
1,2020-12-11,500
4,2020-12-23,720
5,2020-09-16,887
3,2020-08-31,106
4,2020-11-23,908
2,2021-05-24,828
6,2020-08-29,104
5,2020-09-14,234
5,2020-07-02,216
2,2021-02-19,229
2,2021-03-05,521
6,2020-08-24,349
4,2020-12-15,717
4,2021-01-04,541
5,2020-11-18,162
4,2021-02-18,457
6,2020-09-27,943
4,2020-07-28,162
1,2020-08-17,131
3,2020-12-14,995
3,2021-02-05,916
3,2020-07-08,746
3,2020-09-21,90
3,2020-10-31,822
2,2020-10-04,392
1,2021-05-11,730
3,2020-11-27,577
3,2020-11-14,367
5,2021-02-23,979
3,2020-06-14,365
5,2020-07-25,762
2,2021-04-05,588
5,2020-12-05,21
6,2020-11-18,847
3,2020-09-18,588
3,2021-02-17,797
2,2020-07-03,83
4,2021-04-21,541
6,2021-04-15,288
1,2021-03-05,143
5,2020-06-18,971
5,2020-07-13,221
1,2021-02-09,788
6,2021-02-24,916
2,2021-03-07,705
3,2020-10-25,62
1,2020-08-09,556
3,2020-11-14,893
3,2020-11-21,547
4,2021-05-11,718
3,2020-09-12,562
3,2020-11-08,127
4,2020-12-26,616
1,2020-11-11,757
3,2020-06-25,162
5,2020-10-12,57
2,2020-10-28,562
5,2020-08-16,721
4,2020-07-23,546
4,2020-08-17,40
1,2020-06-28,107
5,2021-05-24,329
4,2020-08-06,440
3,2021-03-14,715
3,2021-02-05,468
3,2021-04-21,625
4,2020-07-20,284
3,2020-11-02,284
6,2020-07-31,351
4,2020-11-03,548
2,2021-02-23,668
1,2020-09-08,731
3,2020-11-30,874
3,2021-01-04,808
5,2020-12-29,209
3,2020-09-14,951
3,2021-02-09,240
1,2021-02-28,858
2,2020-09-18,60
2,2021-02-27,774
4,2020-10-27,362
4,2020-09-22,871
3,2020-12-29,728
2,2020-12-25,944
5,2020-07-16,541
4,2020-06-04,521
1,2020-12-15,804
6,2021-01-07,34
6,2020-12-17,930
4,2020-08-22,533
2,2021-04-05,340
2,2020-08-31,392
3,2021-04-07,142
5,2021-03-22,356
1,2020-07-25,357
5,2020-07-30,721
4,2021-01-08,472
3,2020-07-14,21
6,2020-08-14,284
1,2020-09-06,776
2,2020-08-22,497
4,2020-10-28,186
4,2021-01-15,362
4,2021-03-03,125
1,2021-01-12,828
4,2020-05-30,467
5,2021-04-20,382
1,2021-02-01,401
5,2020-06-08,776
3,2021-05-18,318
5,2020-12-12,14
4,2021-03-11,362
5,2020-11-17,971
4,2020-10-07,513
5,2020-09-17,40
5,2020-11-25,588
4,2020-11-09,914
2,2020-07-09,130
3,2021-05-23,792
4,2020-08-26,42
6,2021-05-13,223
3,2021-02-02,189
5,2021-04-26,920
5,2020-06-05,825
5,2020-09-04,307
5,2021-03-27,10
2,2020-05-27,62
5,2020-10-20,855
5,2021-05-17,541
4,2021-03-02,903
5,2021-02-13,137
4,2021-01-31,489
1,2021-02-19,788
3,2020-09-12,174
4,2020-09-30,272
5,2021-03-11,93
5,2020-05-30,577
4,2020-10-21,531
4,2020-06-25,161
6,2021-01-03,539
1,2020-12-24,778
4,2020-12-29,924
2,2020-12-20,786
4,2020-11-29,833
4,2020-06-20,494
5,2021-04-21,487
